7.299820,-14.409901,-12.003672,-19.705509,11.476975,6.594034
8.206615,11.229161,-1.643369,2.749648,-14.408120,-15.418797
6.736118,-1.156152,2.609444,10.599954,5.388733,2.143176
2.368286,-7.841996,-18.767286,-2.531304,-11.416613,-3.658854
14.136123,-10.642421,-17.667891,-8.744644,-8.256250,6.476661
2.281286,11.355928,6.572542,-3.744526,12.560815,-13.321083
-19.091516,-16.398087,8.894374,-1.524911,-13.549129,0.041791
-13.907516,7.852815,-2.153749,-4.759151,-7.939516,5.211304
-5.527496,-16.494003,-15.279764,18.475906,16.343227,7.988285
-9.365202,18.767056,11.150036,8.675608,-2.025540,-9.110338
-16.144361,16.104095,-1.768948,-11.905465,-7.761735,3.168783
-12.929089,14.264571,10.340781,8.778518,-2.716278,5.092354
3.363919,5.993864,-16.622227,-3.367704,-18.335432,-0.240367
-6.805552,-14.219032,-15.863881,3.505783,-13.176281,17.004805
3.242446,-6.125208,3.636620,-19.087845,18.342369,-0.707863
11.309409,-16.690800,-0.533667,-0.371720,17.513058,2.869122
-1.060424,-9.320973,-6.737240,0.826896,-2.443542,-19.135517
13.051677,15.846431,-14.390036,2.161446,-15.656970,6.889604
-8.750649,6.376905,9.079785,10.745900,-15.690362,16.640474
-10.791440,-18.503498,2.194099,-5.163109,13.191590,12.330059
-7.314444,18.115976,-8.363286,0.602285,-9.761396,17.441744
-13.415687,-18.203575,-2.596118,19.695023,15.667091,9.944321
15.631700,15.737866,0.754334,-7.362838,10.880497,6.466451
-5.053691,-16.221333,9.871584,-9.501579,17.472527,-10.361177
-15.089683,13.244507,-13.868627,-12.829268,3.975312,14.982482
-12.142613,-7.587053,11.096194,18.873056,0.029647,-14.244100
-19.442549,-10.813759,-14.727111,7.106347,-15.126700,0.253197
7.770497,3.244664,-12.008974,12.164981,8.616285,9.559360
-14.757690,-15.049848,17.102503,-4.096872,-7.962052,-0.456638
6.514569,18.224930,-8.542151,16.992336,-19.005619,2.207922
5.359004,-15.764104,-14.386416,-3.235427,18.649277,3.841702
17.320929,12.174437,-1.304736,11.390538,-19.286530,-15.634240
13.177145,11.872684,-10.694370,1.230784,4.240633,14.709558
4.124286,-3.497137,-5.032638,-2.964717,6.077241,14.699625
-1.844125,-10.086417,-10.533505,9.840571,12.662751,-15.788877
-17.337646,3.777347,-14.153070,12.986568,-7.586613,-14.245123
