10.958242,-2.444862,14.343917,7.894721,-16.232906,19.024894
10.445588,11.442572,-14.875455,-1.984562,-5.168079,17.070600
5.754605,12.910465,-2.263432,-10.910451,2.183391,-17.447310
13.105247,5.266576,10.323510,-5.818961,18.827921,15.724845
11.135340,-12.214452,-1.331160,-18.247849,-13.828420,7.321958
9.790486,18.700389,-6.966986,-5.181612,-1.217768,-12.421146
-14.803140,-0.971803,-10.923626,6.792560,-2.513923,13.307128
8.010604,-7.505334,13.290392,12.190574,-4.500865,-8.466876
7.299820,-14.409901,-12.003672,-19.705509,11.476975,6.594034
8.206615,11.229161,-1.643369,2.749648,-14.408120,-15.418797
6.736118,-1.156152,2.609444,10.599954,5.388733,2.143176
2.368286,-7.841996,-18.767287,-2.531304,-11.416613,-3.658854
14.136123,-10.642421,-17.667890,-8.744644,-8.256250,6.476661
2.281286,11.355928,6.572542,-3.744526,12.560815,-13.321083
-19.091517,-16.398086,8.894374,-1.524911,-13.549129,0.041791
-13.907516,7.852815,-2.153749,-4.759151,-7.939516,5.211304
-5.527496,-16.494003,-15.279764,18.475907,16.343228,7.988285
-9.365202,18.767055,11.150036,8.675608,-2.025540,-9.110338
-16.144362,16.104096,-1.768948,-11.905465,-7.761735,3.168783
-12.929089,14.264571,10.340781,8.778518,-2.716278,5.092354
3.363919,5.993864,-16.622227,-3.367704,-18.335433,-0.240367
-6.805552,-14.219032,-15.863881,3.505783,-13.176281,17.004805
3.242446,-6.125208,3.636620,-19.087845,18.342369,-0.707863
11.309409,-16.690800,-0.533667,-0.371720,17.513058,2.869122
-1.060424,-9.320973,-6.737240,0.826896,-2.443542,-19.135517
13.051677,15.846431,-14.390036,2.161446,-15.656970,6.889604
-8.750649,6.376905,9.079785,10.745900,-15.690362,16.640474
-10.791440,-18.503498,2.194099,-5.163109,13.191590,12.330059
-7.314444,18.115976,-8.363286,0.602285,-9.761396,17.441743
-13.415687,-18.203575,-2.596118,19.695023,15.667091,9.944321
15.631700,15.737866,0.754334,-7.362838,10.880497,6.466451
-5.053691,-16.221333,9.871584,-9.501579,17.472526,-10.361177
-15.089683,13.244507,-13.868627,-12.829268,3.975312,14.982482
-12.142613,-7.587053,11.096194,18.873057,0.029647,-14.244100
-19.442548,-10.813759,-14.727111,7.106347,-15.126700,0.253197
7.770497,3.244664,-12.008974,12.164981,8.616285,9.559360
-14.757690,-15.049848,17.102502,-4.096872,-7.962052,-0.456638
6.514569,18.224930,-8.542151,16.992337,-19.005620,2.207922
5.359004,-15.764104,-14.386416,-3.235427,18.649276,3.841702
17.320929,12.174437,-1.304736,11.390538,-19.286529,-15.634240
13.177145,11.872684,-10.694370,1.230784,4.240633,14.709558
4.124286,-3.497137,-5.032638,-2.964717,6.077241,14.699625
-1.844125,-10.086417,-10.533505,9.840571,12.662751,-15.788877
-17.337646,3.777347,-14.153070,12.986568,-7.586613,-14.245123
16.838819,-13.378731,-8.611197,-13.855464,-15.380397,-19.154079
-17.784184,-13.014341,-17.864723,3.645753,7.228581,-4.254782
-7.280356,0.181049,15.000198,14.045265,-18.260998,-12.740064
-10.530205,-10.024497,2.849306,-3.349503,-18.029835,-5.055434
0.950118,-15.933124,13.338342,-17.921525,16.993675,-16.035474
13.742998,16.106126,19.182827,12.081035,11.179102,5.699331
11.159854,-14.617912,1.442721,0.568915,14.302886,-1.488025
-4.596420,5.582531,-9.341467,-14.409264,-0.884909,-3.324425
-10.697202,-5.299528,-5.344302,-6.900177,-4.821437,7.429734
-8.124941,17.954317,16.653921,-0.763583,-6.865552,1.417392
13.942420,6.103494,12.175673,1.308891,5.316705,-8.473775
9.395726,-11.903816,7.791925,14.428763,-14.715887,4.575190
-16.196170,9.028625,-16.620271,17.437593,-14.503683,18.355210
12.035367,3.747280,11.304964,11.804594,17.841083,-9.864666
3.603036,-16.198032,4.646628,-13.148348,2.598024,2.897221
-1.360594,0.905271,10.556936,11.969789,-0.313871,3.983738
17.249449,-15.210656,-15.315857,-16.491640,6.314531,-3.255668
10.972857,6.849257,-6.654490,15.934662,10.501286,-9.178602
-5.432319,-7.422401,-13.695534,-14.088665,17.445099,-2.483839
-4.667207,9.187428,2.119723,17.445599,11.212060,-0.825217
-4.945621,19.465262,8.710409,18.047786,-15.260857,14.021347
5.482955,-15.123133,3.530320,7.443855,-19.507893,-1.827282
13.015980,-8.185639,-1.658077,-2.307435,-7.922904,16.737676
